Customer_ID,Gender,Age,City,Loyalty_Status,Signup_Date,Email
2242,Male,58,Kisumu,Gold,2023-08-08,debbielong@example.com
2243,Male,40,Nairobi,Bronze,2024-02-24,paul26@example.org
2244,Male,64,Kisumu,Silver,2024-11-10,rebecca17@example.com
2245,Male,54,Malindi,Bronze,2023-01-06,wwilliams@example.com
2246,Male,62,Kisumu,Silver,2022-10-15,ffitzgerald@example.com
2247,Female,45,Nakuru,Silver,2025-12-05,zsmith@example.org
2248,Male,69,Eldoret,Bronze,2022-05-21,stephaniebarrera@example.com
2249,Male,52,Mombasa,Bronze,2024-05-14,tara52@example.com
2250,Female,68,Kisumu,Silver,2025-06-20,amy39@example.org
2251,Female,18,Mombasa,Gold,2026-01-23,joyceday@example.org
2252,Female,44,Nakuru,Bronze,2023-09-05,peterguzman@example.com
2253,Female,37,Thika,Gold,2025-01-10,mholt@example.com
2254,Male,20,Eldoret,Bronze,2022-05-18,matthewramos@example.com
2255,Male,27,Malindi,Silver,2025-08-20,chapmanchristina@example.org
2256,Male,36,Nakuru,Bronze,2024-03-08,ryan48@example.org
2257,Male,28,Mombasa,Gold,2022-11-19,stacy63@example.net
2258,Male,51,Eldoret,Gold,2025-07-19,rhondasalazar@example.com
2259,Female,42,Kisumu,Gold,2023-08-21,melissarobertson@example.net
2260,Female,24,Nairobi,Gold,2025-01-27,shortmatthew@example.com
2261,Male,58,Nakuru,Gold,2024-06-21,harrisstephen@example.org
2262,Female,49,Nakuru,Bronze,2024-03-31,erikanicholson@example.org
2263,Female,46,Mombasa,Silver,2022-05-21,nicole24@example.org
2264,Female,29,Eldoret,Silver,2025-12-07,barbarawright@example.org
2265,Male,58,Eldoret,Bronze,2022-07-28,thomasmack@example.net
2266,Female,30,Kisumu,Gold,2024-07-02,moorekimberly@example.com
2267,Male,23,Nairobi,Gold,2023-09-06,manningmonica@example.org
2268,Female,59,Malindi,Gold,2023-04-04,cassandra48@example.com
2269,Male,56,Malindi,Silver,2025-05-08,walteranderson@example.com
2270,Female,56,Eldoret,Bronze,2024-08-17,hgibson@example.org
2271,Female,36,Eldoret,Bronze,2025-09-05,devinjimenez@example.com
2272,Female,64,Thika,Silver,2025-12-31,carlaturner@example.com
2273,Male,57,Kisumu,Bronze,2025-02-16,imonroe@example.org
2274,Male,52,Mombasa,Bronze,2023-01-04,matthewlamb@example.net
2275,Female,49,Nakuru,Bronze,2023-01-02,dustin75@example.org
2276,Female,47,Thika,Silver,2026-03-15,arnoldbrett@example.org
2277,Female,49,Mombasa,Gold,2024-02-10,toddrodriguez@example.com
2278,Male,54,Nakuru,Silver,2023-02-10,joshua66@example.net
2279,Female,70,Nairobi,Bronze,2022-09-02,qbell@example.net
2280,Male,63,Kisumu,Bronze,2024-05-24,sarah60@example.com
2281,Female,50,Thika,Silver,2022-06-24,desireeward@example.net
2282,Female,57,Eldoret,Gold,2024-08-10,andre24@example.com
2283,Female,44,Thika,Silver,2025-09-27,bradley47@example.org
2284,Female,69,Kisumu,Silver,2025-10-25,autumn48@example.com
2285,Male,34,Mombasa,Bronze,2025-01-10,melanie87@example.org
2286,Female,64,Mombasa,Silver,2024-07-09,emilycox@example.net
2287,Male,28,Malindi,Gold,2025-06-07,bianca69@example.com
2288,Male,32,Nairobi,Gold,2023-10-03,cochranamy@example.org
2289,Female,30,Kisumu,Silver,2024-02-20,zacharyhiggins@example.com
2290,Female,57,Nakuru,Silver,2025-03-04,fitzgeraldmatthew@example.org
2291,Female,31,Kisumu,Silver,2025-12-27,vwilson@example.com
2292,Male,33,Eldoret,Bronze,2024-08-30,jsuarez@example.net
2293,Male,56,Thika,Bronze,2023-05-29,omack@example.net
2294,Male,31,Nakuru,Silver,2025-09-12,pattersonbruce@example.com
2295,Male,32,Kisumu,Gold,2025-09-07,christopher26@example.org
2296,Male,32,Nakuru,Silver,2024-01-08,tammyhenry@example.org
2297,Female,33,Nairobi,Bronze,2025-01-10,candiceoliver@example.com
2298,Female,51,Mombasa,Silver,2023-12-31,smithmichael@example.net
2299,Female,43,Eldoret,Bronze,2023-01-17,crystal48@example.com
2300,Male,55,Malindi,Bronze,2023-06-28,williamsonkristina@example.com
2301,Female,60,Mombasa,Gold,2025-08-23,john15@example.net
2302,Female,58,Malindi,Bronze,2025-04-19,jonesgeorge@example.com
2303,Male,39,Malindi,Gold,2023-07-11,rjones@example.net
2304,Male,58,Malindi,Gold,2022-12-23,hendersonmichael@example.org
2305,Female,58,Malindi,Gold,2022-12-30,heather16@example.net
2306,Female,70,Eldoret,Gold,2026-01-20,rogeroconnor@example.net
2307,Female,26,Thika,Bronze,2023-01-07,phillip24@example.com
2308,Female,37,Malindi,Silver,2024-08-28,maryjones@example.com
2309,Male,24,Malindi,Silver,2023-04-22,william54@example.org
2310,Female,55,Nairobi,Silver,2023-06-26,matthewmacias@example.net
2311,Male,54,Nakuru,Silver,2025-01-25,charlesmason@example.com
2312,Female,69,Kisumu,Bronze,2024-11-08,scottmoore@example.net
2313,Female,48,Kisumu,Gold,2025-12-05,srodriguez@example.com
2314,Female,60,Mombasa,Silver,2024-08-24,hrivera@example.org
2315,Female,56,Thika,Gold,2023-05-24,williamschad@example.org
2316,Female,47,Malindi,Gold,2025-07-25,angelaclark@example.com
2317,Male,45,Nakuru,Gold,2022-10-10,thomas10@example.org
2318,Male,35,Eldoret,Bronze,2022-03-19,khoover@example.org
2319,Male,40,Kisumu,Gold,2025-10-08,lanceweber@example.org
2320,Male,62,Kisumu,Bronze,2024-01-31,michaellopez@example.org
2321,Female,67,Mombasa,Bronze,2025-10-14,asalas@example.com
2322,Female,54,Malindi,Bronze,2026-01-17,brownangela@example.com
2323,Male,38,Thika,Gold,2025-06-14,smithemily@example.com
2324,Female,63,Kisumu,Silver,2022-09-19,lisacole@example.com
2325,Female,38,Nairobi,Silver,2025-04-20,hevans@example.org
2326,Male,19,Kisumu,Gold,2026-02-21,oholmes@example.net
2327,Female,45,Thika,Gold,2025-07-04,roachgeorge@example.com
2328,Male,28,Nairobi,Bronze,2023-04-01,sarah05@example.com
2329,Female,25,Nairobi,Bronze,2025-10-01,brownbonnie@example.net
2330,Female,42,Malindi,Silver,2022-04-25,billy66@example.com
2331,Male,46,Nakuru,Bronze,2024-09-07,john15@example.com
2332,Female,55,Mombasa,Silver,2023-06-04,swright@example.net
2333,Female,45,Kisumu,Silver,2023-10-19,alexis62@example.org
2334,Female,62,Malindi,Gold,2022-05-08,obrienkaren@example.com
2335,Male,49,Thika,Gold,2023-03-06,salazardiane@example.com
2336,Male,37,Eldoret,Silver,2025-10-02,carrollraymond@example.com
2337,Female,23,Nakuru,Silver,2025-06-27,cameron74@example.net
2338,Female,42,Nairobi,Gold,2023-09-02,alisha58@example.org
2339,Female,45,Malindi,Bronze,2024-01-22,roseloretta@example.net
2340,Female,32,Nakuru,Bronze,2023-09-22,qrocha@example.com
2341,Female,38,Eldoret,Silver,2024-05-26,beth95@example.com
2342,Female,62,Nairobi,Bronze,2024-04-29,jeffrey49@example.org
2343,Female,60,Mombasa,Silver,2024-11-17,jared07@example.com
2344,Female,38,Nakuru,Bronze,2022-10-27,meganhodges@example.org
2345,Male,35,Kisumu,Silver,2024-05-08,josephellis@example.com
2346,Male,47,Kisumu,Gold,2025-08-13,helencastro@example.org
2347,Female,33,Nakuru,Silver,2026-01-16,clayhayley@example.com
2348,Female,41,Mombasa,Silver,2023-04-02,samantha56@example.com
2349,Male,48,Nairobi,Silver,2023-04-09,susan32@example.org
2350,Female,69,Eldoret,Bronze,2024-04-04,bartlettjulian@example.net
2351,Female,37,Nairobi,Gold,2024-07-02,jarvisanthony@example.net
2352,Female,69,Nakuru,Gold,2023-01-24,nealtoni@example.org
2353,Female,61,Thika,Silver,2025-12-03,david87@example.net
2354,Male,70,Mombasa,Silver,2022-11-01,danielenglish@example.net
2355,Male,58,Eldoret,Bronze,2022-09-30,robinsonjay@example.com
2356,Male,57,Kisumu,Gold,2022-10-05,deborah86@example.org
2357,Female,22,Thika,Gold,2023-10-09,udickerson@example.org
2358,Male,33,Eldoret,Bronze,2022-06-11,rweber@example.com
2359,Female,57,Eldoret,Gold,2023-08-18,bcross@example.com
2360,Female,55,Nairobi,Bronze,2022-07-29,romeromichelle@example.com
2361,Female,27,Mombasa,Gold,2024-01-24,vhernandez@example.net
2362,Male,64,Eldoret,Silver,2026-03-09,kristinlarson@example.net
2363,Female,31,Nairobi,Bronze,2023-06-05,leeryan@example.net
2364,Female,32,Nakuru,Silver,2023-07-21,breannadominguez@example.com
2365,Female,30,Nakuru,Silver,2024-09-05,yhicks@example.org
2366,Male,38,Malindi,Gold,2022-06-09,sarahvalentine@example.net
2367,Male,45,Malindi,Silver,2024-04-04,johnsonjenny@example.net
2368,Female,64,Nairobi,Gold,2023-08-27,eric81@example.org
2369,Male,47,Kisumu,Gold,2022-03-21,jonestimothy@example.org
2370,Male,57,Kisumu,Gold,2024-11-21,richardsdaniel@example.org
2371,Female,22,Mombasa,Bronze,2024-05-16,millerjonathan@example.net
2372,Female,54,Malindi,Silver,2024-12-06,jessica93@example.net
2373,Male,55,Nairobi,Silver,2024-05-30,gomezthomas@example.net
2374,Male,23,Eldoret,Silver,2025-02-28,haasjames@example.org
2375,Male,49,Eldoret,Bronze,2025-10-24,jeverett@example.com
2376,Female,54,Kisumu,Bronze,2023-05-01,amysullivan@example.net
2377,Male,61,Nairobi,Bronze,2022-11-30,sheila57@example.com
2378,Male,42,Nairobi,Silver,2024-11-21,natalie84@example.net
2379,Male,60,Malindi,Gold,2022-07-31,douglasrobinson@example.com
2380,Female,67,Nairobi,Bronze,2022-09-27,mlloyd@example.com
2381,Female,20,Malindi,Silver,2024-03-17,zwilliams@example.net
2382,Female,57,Mombasa,Gold,2025-06-28,scottarnold@example.net
2383,Male,69,Nakuru,Bronze,2024-01-07,sarahwood@example.net
2384,Male,54,Thika,Gold,2025-03-05,newmanjesse@example.org
2385,Female,27,Kisumu,Bronze,2026-03-02,williamcampbell@example.net
2386,Male,57,Mombasa,Gold,2025-07-25,perickson@example.net
2387,Male,20,Nakuru,Bronze,2026-01-09,rodriguezkatie@example.net
2388,Male,26,Nairobi,Gold,2026-01-07,johnpeters@example.net
2389,Female,53,Eldoret,Silver,2024-10-02,pmartin@example.net
2390,Female,24,Thika,Silver,2023-09-03,wwalker@example.com
2391,Female,58,Thika,Gold,2024-04-25,peterprice@example.net
2392,Male,19,Mombasa,Gold,2024-01-28,chelsea27@example.com
2393,Female,62,Kisumu,Silver,2022-04-10,whiteangela@example.org
2394,Female,29,Malindi,Silver,2022-12-02,brandoncraig@example.com
2395,Male,60,Kisumu,Bronze,2024-04-14,jennifer85@example.net
2396,Male,24,Kisumu,Gold,2022-09-16,bbarry@example.org
2397,Male,33,Kisumu,Gold,2023-12-01,martinjames@example.net
2398,Male,69,Eldoret,Gold,2024-11-17,johnmurphy@example.org
2399,Female,43,Kisumu,Gold,2023-03-12,dleach@example.org
2400,Male,65,Malindi,Gold,2024-08-10,iroberts@example.com
2401,Female,54,Malindi,Bronze,2023-06-16,kyleprince@example.com
2402,Male,60,Mombasa,Gold,2024-12-11,alexandersmith@example.org
2403,Female,19,Nairobi,Silver,2023-02-05,stephensgregory@example.net
2404,Female,51,Malindi,Gold,2025-01-07,mackdavid@example.org
2405,Female,23,Kisumu,Gold,2024-08-07,amybaird@example.org
2406,Female,70,Nakuru,Gold,2024-05-20,brentschwartz@example.net
2407,Female,43,Kisumu,Gold,2025-12-21,deborahpetersen@example.com
2408,Female,23,Thika,Silver,2024-12-25,rpayne@example.com
2409,Male,48,Thika,Silver,2023-06-25,sweeneymonique@example.net
2410,Male,41,Nakuru,Silver,2022-05-09,jonathon64@example.net
2411,Female,44,Mombasa,Silver,2024-06-17,kimberly43@example.com
2412,Male,24,Nakuru,Bronze,2023-05-11,pwilliams@example.net
2413,Female,20,Nairobi,Gold,2022-05-25,boothamy@example.net
2414,Male,56,Mombasa,Gold,2024-10-13,randolphalfred@example.org
2415,Female,34,Nairobi,Gold,2025-05-04,joseph32@example.net
2416,Male,35,Kisumu,Silver,2025-03-25,james61@example.com
2417,Male,40,Malindi,Gold,2022-11-10,choimichelle@example.org
2418,Female,19,Nakuru,Silver,2025-08-28,jacksonbarbara@example.org
2419,Female,20,Nairobi,Silver,2025-09-25,uthornton@example.org
2420,Male,61,Kisumu,Gold,2022-12-18,davidbarnes@example.net
2421,Male,34,Nairobi,Silver,2025-07-13,cummingssandra@example.net
2422,Female,64,Eldoret,Gold,2025-03-20,ptaylor@example.net
2423,Female,25,Mombasa,Bronze,2025-03-27,kevin27@example.org
2424,Male,35,Nakuru,Bronze,2022-11-15,christophercardenas@example.org
2425,Female,40,Mombasa,Bronze,2025-11-26,molinachristy@example.com
2426,Male,53,Mombasa,Bronze,2022-10-09,andrew08@example.com
2427,Male,22,Thika,Bronze,2023-03-28,tylerhowe@example.com
2428,Female,42,Nairobi,Silver,2025-11-22,lovetyler@example.org
2429,Male,62,Nakuru,Bronze,2023-10-17,bpoole@example.org
2430,Male,51,Nairobi,Gold,2024-11-01,rlee@example.org
2431,Male,51,Kisumu,Bronze,2025-03-03,rmcdonald@example.net
2432,Male,47,Mombasa,Silver,2025-03-31,henry41@example.net
2433,Male,46,Kisumu,Gold,2024-08-14,victor58@example.net
2434,Male,63,Mombasa,Silver,2025-07-30,tonyahenderson@example.net
2435,Male,28,Thika,Bronze,2023-10-26,ronald94@example.com
2436,Female,48,Nakuru,Gold,2023-04-05,stephenjackson@example.org
2437,Male,70,Nakuru,Bronze,2026-01-17,olsonmike@example.net
2438,Female,23,Eldoret,Silver,2023-10-27,jessica65@example.com
2439,Female,39,Kisumu,Bronze,2026-01-10,wrightkenneth@example.net
2440,Female,24,Malindi,Gold,2024-07-27,wspencer@example.org
2441,Male,62,Thika,Silver,2025-05-27,blakeglenda@example.org
2442,Female,48,Nairobi,Gold,2022-07-25,april42@example.org
2443,Female,55,Eldoret,Silver,2023-04-15,brittney27@example.com
2444,Male,35,Kisumu,Silver,2023-05-05,cynthiarodriguez@example.com
2445,Female,23,Eldoret,Silver,2023-11-29,hartmankenneth@example.com
2446,Female,64,Mombasa,Silver,2024-04-03,josephorr@example.com
2447,Male,48,Nairobi,Bronze,2022-11-17,jerry01@example.net
2448,Male,70,Mombasa,Gold,2026-02-24,brianwilliams@example.net
2449,Female,23,Kisumu,Gold,2024-05-30,cwhite@example.org
2450,Male,62,Eldoret,Gold,2026-01-13,belliott@example.net
2451,Female,34,Kisumu,Gold,2022-11-26,joshua94@example.org
2452,Male,67,Mombasa,Silver,2022-12-26,jeffrey16@example.com
2453,Male,49,Eldoret,Silver,2022-05-15,jeff20@example.com
2454,Male,29,Thika,Silver,2022-09-02,rferguson@example.org
2455,Male,29,Thika,Silver,2024-05-02,jonathanduke@example.net
2456,Male,47,Eldoret,Silver,2025-04-04,vasquezteresa@example.org
2457,Female,25,Eldoret,Silver,2025-09-18,jonathan95@example.com
2458,Male,21,Nairobi,Bronze,2023-06-07,twang@example.com
2459,Female,67,Mombasa,Silver,2026-01-25,wendymiranda@example.com
2460,Female,56,Kisumu,Gold,2024-01-02,fjenkins@example.com
2461,Male,33,Nakuru,Gold,2024-07-31,natalie25@example.com
2462,Male,43,Eldoret,Silver,2026-01-15,jeremybell@example.org
2463,Male,58,Nakuru,Bronze,2024-05-09,kristine30@example.net
2464,Female,25,Eldoret,Gold,2022-06-05,buchanankara@example.org
2465,Female,51,Eldoret,Gold,2024-01-19,joseph50@example.net
2466,Male,50,Mombasa,Gold,2025-02-04,thomasjames@example.com
2467,Female,20,Nakuru,Bronze,2024-06-08,ryanlong@example.com
2468,Male,56,Thika,Silver,2023-05-08,obrienvalerie@example.net
2469,Female,19,Malindi,Gold,2023-07-01,brianjohnston@example.com
2470,Female,19,Eldoret,Bronze,2023-10-07,pvance@example.com
2471,Male,70,Mombasa,Silver,2026-01-20,hholmes@example.com
2472,Female,62,Nakuru,Gold,2022-04-16,martinezmichelle@example.org
2473,Male,29,Malindi,Bronze,2024-09-23,melissa59@example.net
2474,Male,31,Kisumu,Gold,2022-10-01,bushtheresa@example.net
2475,Female,64,Kisumu,Silver,2022-07-07,sharpdanielle@example.net
2476,Male,23,Kisumu,Silver,2023-09-20,kimberly55@example.net
2477,Male,50,Kisumu,Gold,2023-05-18,pbryant@example.org
2478,Female,53,Nairobi,Silver,2022-04-25,jocelynguerrero@example.org
2479,Male,18,Nakuru,Gold,2023-07-03,shane02@example.com
2480,Male,29,Mombasa,Silver,2022-08-19,patrickdavis@example.net
2481,Male,40,Mombasa,Silver,2025-07-22,pamela34@example.org
2482,Male,26,Mombasa,Silver,2025-02-01,brittney87@example.net
2483,Male,54,Thika,Silver,2026-02-21,baileyriley@example.com
2484,Female,65,Nairobi,Silver,2022-07-24,cindy28@example.net
2485,Female,54,Mombasa,Silver,2023-02-17,pmccarthy@example.org
2486,Female,35,Malindi,Gold,2024-09-11,william31@example.org
2487,Female,22,Kisumu,Gold,2023-06-27,baldwinvincent@example.org
2488,Male,54,Thika,Bronze,2025-08-25,pmurphy@example.com
2489,Male,23,Mombasa,Bronze,2022-12-18,melissa73@example.com
2490,Male,30,Mombasa,Bronze,2025-10-17,milleralejandra@example.com
2491,Male,43,Nakuru,Bronze,2024-09-14,josephforbes@example.net
2492,Male,22,Nakuru,Silver,2024-06-12,tparker@example.org
2493,Female,35,Nakuru,Gold,2024-07-08,taylor12@example.org
2494,Female,64,Eldoret,Bronze,2026-01-10,iramirez@example.com
2495,Male,68,Malindi,Silver,2022-08-25,pharrington@example.org
2496,Male,30,Thika,Bronze,2023-02-18,sarahnielsen@example.org
2497,Female,39,Kisumu,Silver,2026-01-10,jacksonmark@example.com
2498,Male,62,Malindi,Gold,2022-10-17,diana94@example.net
2499,Female,38,Mombasa,Bronze,2025-08-21,tonya91@example.net
2500,Male,30,Mombasa,Gold,2023-01-26,vlam@example.com
2501,Male,57,Thika,Bronze,2023-07-04,melissalane@example.org
2502,Male,39,Thika,Gold,2026-01-05,dawnarnold@example.net
2503,Male,63,Eldoret,Gold,2023-01-23,stoutjames@example.org
2504,Male,53,Nairobi,Silver,2024-05-07,hgoodman@example.net
2505,Female,18,Eldoret,Bronze,2025-01-15,samantha14@example.org
2506,Female,63,Malindi,Silver,2022-06-06,ryan66@example.net
2507,Male,23,Kisumu,Gold,2023-10-27,douglas78@example.com
2508,Male,36,Malindi,Bronze,2025-03-25,jeremybrowning@example.com
2509,Female,29,Thika,Bronze,2024-01-05,danielcampbell@example.com
2510,Female,64,Malindi,Bronze,2023-09-20,timothy54@example.com
2511,Female,30,Nakuru,Silver,2025-02-23,lewisrobert@example.org
2512,Male,63,Mombasa,Gold,2023-02-04,danielsconnie@example.com
2513,Female,38,Eldoret,Silver,2025-07-26,michellelynch@example.net
2514,Female,24,Nakuru,Gold,2024-11-13,michellemoreno@example.net
2515,Male,61,Kisumu,Gold,2025-05-06,ljones@example.org
2516,Male,70,Mombasa,Silver,2023-01-28,kathrynmoore@example.net
2517,Male,55,Mombasa,Bronze,2022-06-19,jasonwells@example.com
2518,Male,37,Nakuru,Gold,2025-07-22,floydleah@example.net
2519,Male,42,Thika,Gold,2024-10-04,simpsonemma@example.com
2520,Male,19,Kisumu,Bronze,2025-06-01,vbaker@example.com
2521,Male,44,Kisumu,Bronze,2023-07-21,grahamcarrie@example.net
2522,Female,22,Nakuru,Bronze,2025-10-24,hillmisty@example.com
2523,Female,31,Nairobi,Gold,2023-09-22,audrey23@example.com
2524,Male,31,Nakuru,Bronze,2025-09-07,sdunn@example.com
2525,Female,58,Malindi,Bronze,2023-12-12,xsmith@example.org
2526,Female,43,Thika,Gold,2023-01-11,kgray@example.org
2527,Male,42,Nairobi,Gold,2025-09-24,pday@example.org
2528,Female,22,Nakuru,Gold,2023-11-23,tammiegregory@example.net
2529,Male,31,Eldoret,Gold,2023-03-09,jamesvasquez@example.net
2530,Female,27,Eldoret,Gold,2022-09-01,brittney24@example.com
2531,Male,29,Eldoret,Gold,2023-05-13,brightmarissa@example.com
2532,Female,19,Malindi,Silver,2022-11-27,christopherterry@example.net
2533,Female,32,Eldoret,Bronze,2023-12-28,kimberlyking@example.com
2534,Female,36,Nakuru,Silver,2023-04-24,christopherconrad@example.net
2535,Female,67,Kisumu,Silver,2023-07-31,danielleespinoza@example.com
2536,Female,51,Malindi,Silver,2025-03-25,frykevin@example.net
2537,Male,56,Kisumu,Silver,2023-05-25,qhoward@example.org
2538,Male,47,Kisumu,Gold,2025-09-22,jeffrey84@example.org
2539,Female,52,Nakuru,Gold,2025-06-10,fuenteskatelyn@example.org
2540,Male,50,Eldoret,Gold,2022-09-15,kristinagutierrez@example.net
2541,Male,23,Mombasa,Bronze,2025-09-01,martin65@example.net
2542,Female,70,Mombasa,Silver,2022-10-12,richardmurphy@example.net
2543,Male,32,Kisumu,Gold,2022-12-12,michelleholt@example.com
2544,Female,65,Malindi,Silver,2024-10-21,fanderson@example.net
2545,Male,19,Thika,Silver,2023-11-21,donna17@example.org
2546,Female,22,Nairobi,Bronze,2023-01-09,whitegregory@example.com
2547,Female,55,Malindi,Gold,2023-01-11,smithmathew@example.com
2548,Female,47,Malindi,Bronze,2024-03-03,amy16@example.org
2549,Male,20,Mombasa,Bronze,2024-07-31,vincentmeadows@example.net
2550,Female,51,Nakuru,Bronze,2023-04-30,ruthnorton@example.org
2551,Male,56,Nakuru,Gold,2022-08-16,ianmoran@example.org
2552,Male,21,Nairobi,Gold,2024-09-16,jacksondavid@example.org
2553,Male,62,Kisumu,Gold,2023-03-24,wtyler@example.org
2554,Female,39,Nairobi,Bronze,2023-03-24,melissa72@example.org
2555,Female,61,Eldoret,Bronze,2022-05-12,mbarrett@example.com
2556,Male,33,Malindi,Gold,2025-07-17,ashley52@example.org
2557,Male,24,Thika,Gold,2025-03-19,richard38@example.org
2558,Female,22,Nakuru,Bronze,2024-02-16,mdouglas@example.net
2559,Female,61,Malindi,Silver,2023-10-27,heather72@example.net
2560,Male,64,Malindi,Bronze,2023-04-23,rodriguezalan@example.com
2561,Female,66,Nakuru,Bronze,2022-12-21,xfrey@example.org
2562,Female,68,Kisumu,Silver,2024-11-18,kristenhunter@example.com
2563,Female,63,Nairobi,Silver,2024-12-14,reedelizabeth@example.com
2564,Female,54,Malindi,Silver,2024-02-20,jennifermcdaniel@example.com
2565,Female,68,Eldoret,Bronze,2024-12-16,curtistaylor@example.com
2566,Male,60,Mombasa,Gold,2024-02-25,brianedwards@example.net
2567,Female,64,Kisumu,Bronze,2022-12-31,karenking@example.org
2568,Male,50,Eldoret,Silver,2024-12-03,mark60@example.org
2569,Male,22,Eldoret,Bronze,2025-01-23,keith93@example.com
2570,Male,57,Thika,Silver,2024-03-08,garciajamie@example.com
2571,Male,24,Nairobi,Gold,2024-07-23,amy16@example.com
2572,Male,65,Nairobi,Silver,2022-11-09,brandy08@example.com
2573,Female,66,Mombasa,Silver,2023-02-07,brian15@example.com
2574,Female,31,Nairobi,Silver,2024-04-25,jserrano@example.net
2575,Female,54,Mombasa,Gold,2025-05-15,louisgallagher@example.com
2576,Female,49,Kisumu,Gold,2025-05-04,amber83@example.com
2577,Female,40,Kisumu,Silver,2025-09-13,hrobbins@example.org
2578,Male,58,Thika,Bronze,2024-11-01,myersryan@example.com
2579,Male,31,Nairobi,Silver,2023-07-14,owashington@example.org
2580,Male,54,Malindi,Gold,2022-03-23,josephsmith@example.org
2581,Male,50,Kisumu,Bronze,2025-09-13,larry30@example.com
2582,Female,24,Thika,Gold,2023-06-02,ole@example.net
2583,Female,38,Thika,Gold,2024-01-02,garciakatherine@example.net
2584,Female,30,Mombasa,Bronze,2022-04-13,elizabeth83@example.net
2585,Female,46,Mombasa,Silver,2024-08-25,yarroyo@example.com
2586,Male,41,Nakuru,Silver,2024-01-03,bradleywyatt@example.org
2587,Female,22,Nakuru,Bronze,2022-04-01,lewisthomas@example.com
2588,Female,70,Malindi,Gold,2025-09-13,jeffreymartin@example.com
2589,Female,19,Nakuru,Gold,2023-11-06,charleswright@example.org
2590,Male,33,Mombasa,Bronze,2025-04-14,sarah50@example.com
2591,Male,48,Thika,Gold,2024-11-22,rrice@example.com
2592,Female,63,Nairobi,Silver,2023-03-21,isims@example.org
2593,Female,38,Nairobi,Silver,2023-04-03,harrisdalton@example.org
2594,Female,27,Eldoret,Bronze,2025-12-25,ronaldfrancis@example.org
2595,Male,21,Nakuru,Silver,2025-10-20,joy05@example.org
2596,Female,47,Thika,Bronze,2024-04-05,barajassusan@example.com
2597,Female,62,Kisumu,Silver,2023-08-19,lynncobb@example.com
2598,Male,67,Nakuru,Bronze,2025-11-08,jchapman@example.net
2599,Female,25,Nairobi,Gold,2023-03-15,christopherwashington@example.net
2600,Female,57,Nairobi,Bronze,2025-04-25,alirobert@example.com
2601,Female,19,Nairobi,Silver,2022-03-28,taralamb@example.net
2602,Female,45,Nairobi,Silver,2023-09-13,brandonguerrero@example.org
2603,Male,46,Eldoret,Silver,2025-05-30,jacksonamber@example.org
2604,Female,41,Nakuru,Silver,2024-10-30,ymorris@example.net
2605,Male,48,Malindi,Bronze,2023-11-21,zdavis@example.net
2606,Female,26,Nairobi,Silver,2023-10-14,sabrina51@example.com
2607,Female,42,Mombasa,Gold,2023-04-06,turnermark@example.com
2608,Male,68,Thika,Gold,2023-03-22,christopher43@example.com
2609,Male,69,Nakuru,Gold,2024-03-13,jonesjessica@example.com
2610,Female,51,Mombasa,Bronze,2025-09-17,karenbaker@example.net
2611,Female,27,Thika,Silver,2023-01-09,marshalllouis@example.org
2612,Male,55,Nairobi,Silver,2024-01-18,michael92@example.org
2613,Male,41,Thika,Silver,2022-11-01,martinnathan@example.net
2614,Male,41,Nairobi,Bronze,2025-02-27,floresmichael@example.com
2615,Male,62,Kisumu,Bronze,2025-01-23,henglish@example.org
2616,Female,49,Malindi,Gold,2025-11-20,rbrooks@example.org
2617,Male,41,Kisumu,Gold,2024-03-16,kylestephenson@example.org
2618,Male,23,Nakuru,Silver,2025-02-17,aaronthompson@example.net
2619,Male,59,Kisumu,Bronze,2024-07-26,fbender@example.org
2620,Male,69,Thika,Gold,2022-10-12,marcusadams@example.com
2621,Female,42,Thika,Silver,2024-10-17,bmaldonado@example.com
2622,Male,59,Kisumu,Bronze,2025-06-06,knighterin@example.org
2623,Female,25,Mombasa,Silver,2023-04-11,wagnerdaniel@example.net
2624,Male,42,Thika,Bronze,2023-04-27,jflores@example.com
2625,Male,43,Nakuru,Gold,2026-02-20,ymartinez@example.net
2626,Male,54,Kisumu,Bronze,2023-01-02,mccarthyjeffery@example.org
2627,Female,70,Thika,Silver,2023-07-21,ruizcarrie@example.net
2628,Male,35,Eldoret,Gold,2023-10-05,probinson@example.org
2629,Male,41,Malindi,Gold,2026-01-26,gwashington@example.com
2630,Male,70,Kisumu,Silver,2024-04-14,brownharold@example.org
2631,Female,55,Nairobi,Gold,2024-06-13,jennifer62@example.org
2632,Male,56,Mombasa,Silver,2022-06-15,brett27@example.org
2633,Male,58,Eldoret,Gold,2023-04-21,jamesstephenson@example.org
2634,Female,38,Nairobi,Silver,2023-01-08,ijohnson@example.com
2635,Female,39,Mombasa,Gold,2025-10-13,jeffrey98@example.com
2636,Female,29,Nakuru,Bronze,2026-03-05,tiffany32@example.org
2637,Male,20,Thika,Silver,2022-05-11,daleevans@example.net
2638,Male,61,Nakuru,Bronze,2024-12-16,fitzgeraldstacey@example.net
2639,Female,67,Thika,Gold,2025-06-18,joseblack@example.org
2640,Male,69,Nairobi,Bronze,2024-04-22,jaredmedina@example.com
2641,Female,49,Eldoret,Silver,2025-10-27,fordnathan@example.net
2642,Female,44,Mombasa,Bronze,2023-12-02,alexthomas@example.net
